1;abbreviate;10
2;ABC;3
3;abide;5
4;ability;7
5;able;4
6;aboard;6
7;abound;6
8;about;5
9;above;5
10;Abraham;7
11;abruptly;8
12;absence;7
13;absent;6
14;absenteeism;11
15;absolute;8
16;absolutely;10
17;abstract;8
18;abundance;9
19;abundant;8
20;abuse;5
21;accelerate;10
22;accent;6
23;accept;6
24;acceptable;10
25;acceptance;10
26;accepted;8
27;accepting;9
28;access;6
29;accessibility;13
30;accessible;10
31;accessibly;10
32;accessory;9
33;accident;8
34;accidental;10
35;accidentally;12
36;accommodate;11
37;accommodating;13
38;accommodation;13
39;accompany;9
40;accompanying;12
41;accomplish;10
42;accomplished;12
43;accomplishment;14
44;accord;6
45;accordance;10
46;according;9
47;accordingly;11
48;account;7
49;accountable;11
50;accountant;10
51;accounting;10
52;accumulation;12
53;accuracy;8
54;accurate;8
55;accurately;10
56;accused;7
57;accustomed;10
58;achievable;10
59;achieve;7
60;achievement;11
61;acknowledge;11
62;acknowledged;12
63;acme;4
64;acoustics;9
65;acquaint;8
66;acquaintance;12
67;acquire;7
68;acquired;8
69;acquisition;11
70;across;6
71;act;3
72;acting;6
73;action;6
74;activate;8
75;activation;10
76;active;6
77;actively;8
78;activist;8
79;activity;8
80;actor;5
81;actual;6
82;actually;8
83;acute;5
84;acutely;7
85;AD;2
86;adapt;5
87;adaptable;9
88;adaptation;10
89;adapter;7
90;add;3
91;addend;6
92;addition;8
93;additional;10
94;additionally;12
95;additive;8
96;address;7
97;addressing;10
98;adequate;8
99;adequately;10
100;adhere;6
101;adhesive;8
102;adjacent;8
103;adjust;6
104;adjustable;10
105;adjustment;10
106;administration;14
107;administrative;14
108;administrator;13
109;admirable;9
110;admirably;9
111;admiration;10
112;admire;6
113;admission;9
114;admit;5
115;admitted;8
116;adopted;7
117;adoption;8
118;adult;5
119;advance;7
120;advanced;8
121;advancement;11
122;advantage;9
123;advantageous;12
124;adventure;9
125;adversely;9
126;advertise;9
127;advertisement;13
128;advertiser;10
129;advertising;11
130;advice;6
131;advisability;12
132;advisable;9
133;advise;6
134;advised;7
135;advisedly;9
136;advisor;7
137;advisory;8
138;advocate;8
139;aesthetically;13
140;affair;6
141;affect;6
142;affected;8
143;affecting;9
144;affiliated;10
145;affirm;6
146;afford;6
147;affordable;10
148;africa;6
149;after;5
150;afternoon;9
151;afterward;9
152;afterwards;10
153;again;5
154;against;7
155;age;3
156;agency;6
157;agenda;6
158;agent;5
159;aggressive;10
160;aggressively;12
161;ago;3
162;agrafe;6
163;agree;5
164;agreeably;9
165;agreed;6
166;agreement;9
167;agricultural;12
168;ahead;5
169;aid;3
170;aide;4
171;aim;3
172;air;3
173;airfare;7
174;airlift;7
175;airline;7
176;airplane;8
177;airport;7
178;ajar;4
179;alarm;5
180;alarmed;7
181;alarming;8
182;alarmingly;10
183;Albert;6
184;alder;5
185;alert;5
186;alertly;7
187;Alexander;9
188;alga;4
189;Alhambra;8
190;alienate;8
191;align;5
192;alignment;9
193;alike;5
194;Alison;6
195;alive;5
196;all;3
197;allegedly;9
198;Allen;5
199;alleviate;9
200;alliance;8
201;allied;6
202;allocate;8
203;allow;5
204;allowable;9
205;allowably;9
206;allowance;9
207;allowed;7
208;almond;6
209;almost;6
210;alone;5
211;along;5
212;alphabetize;11
213;already;7
214;also;4
215;alter;5
216;alternate;9
217;alternately;11
218;alternative;11
219;alternator;10
220;although;8
221;altogether;10
222;always;6
223;am;2
224;amaze;5
225;amazed;6
226;amazement;9
227;amazing;7
228;amazingly;9
229;ambassador;10
230;ambition;8
231;ambitious;9
232;amenable;8
233;amenity;7
234;America;7
235;American;8
236;amic;4
237;amid;4
238;among;5
239;amount;6
240;Amy;3
241;an;2
242;ana;3
243;analysis;8
244;analyst;7
245;analytical;10
246;analyzability;13
247;analyze;7
248;analyzer;8
249;ancient;7
250;Andalusian;10
251;Andrew;6
252;angel;5
253;Angela;6
254;Angola;6
255;animal;6
256;animated;8
257;animation;9
258;anniversary;11
259;announce;8
260;announcement;12
261;announcer;9
262;annual;6
263;annually;8
264;another;7
265;answer;6
266;answering;9
267;antibiotic;10
268;anticipate;10
269;anticipation;12
270;antique;7
271;anxious;7
272;anxiously;9
273;any;3
274;anymore;7
275;anyone;6
276;anything;8
277;anytime;7
278;anywhere;8
279;apart;5
280;apartment;9
281;apologize;9
282;apology;7
283;apparel;7
284;apparent;8
285;appeal;6
286;appealing;9
287;appear;6
288;appearance;10
289;appearing;9
290;applaud;7
291;appliance;9
292;applicable;10
293;applicant;9
294;application;11
295;applicator;10
296;applied;7
297;apply;5
298;appoint;7
299;appointed;9
300;appointment;11
301;appraisal;9
302;appreciate;10
303;appreciation;12
304;appreciative;12
305;apprehensive;12
306;approach;8
307;appropriate;11
308;appropriately;13
309;appropriation;13
310;approval;8
311;approve;7
312;approved;8
313;approving;9
314;approvingly;11
315;approximate;11
316;approximately;13
317;approximation;13
318;April;5
319;apt;3
320;aptitude;8
321;aqua;4
322;arbitrarily;11
323;arc;3
324;arca;4
325;arcadia;7
326;archaeology;11
327;architect;9
328;architectural;13
329;architecture;12
330;archives;8
331;are;3
332;area;4
333;arena;5
334;argue;5
335;argument;8
336;arise;5
337;arisen;6
338;arose;5
339;around;6
340;arrange;7
341;arrangement;11
342;array;5
343;arrival;7
344;arrive;6
345;arroyo;6
346;art;3
347;artefact;8
348;article;7
349;articulate;10
350;artifact;8
351;artificial;10
352;artist;6
353;artwork;7
354;as;2
355;Asia;4
356;Asian;5
357;aside;5
358;ask;3
359;asker;5
360;asking;6
361;aspect;6
362;aspiration;10
363;aspire;6
364;Assam;5
365;assemblage;10
366;assemble;8
367;assembled;9
368;assembly;8
369;assent;6
370;assert;6
371;assertion;9
372;assertive;9
373;assertively;11
374;assessment;10
375;asset;5
376;assets;6
377;assign;6
378;assignment;10
379;assist;6
380;assistance;10
381;assistant;9
382;associate;9
383;associated;10
384;association;11
385;assorted;8
386;assume;6
387;assuming;8
388;assurance;9
389;assure;6
390;assured;7
391;astoldto;8
392;astonish;8
393;at;2
394;athlete;7
395;athletic;8
396;athletically;12
397;athletics;9
398;atmosphere;10
399;atrabiliar;10
400;attach;6
401;attachable;10
402;attache;7
403;attempt;7
404;attempted;9
405;attend;6
406;attendance;10
407;attendant;9
408;attendee;8
409;attending;9
410;attention;9
411;attentive;9
412;attentively;11
413;attitude;8
414;attorney;8
415;attract;7
416;attraction;10
417;attractive;10
418;attribute;9
419;auction;7
420;audience;8
421;audio;5
422;audiocassette;13
423;audiovisual;11
424;audition;8
425;auditorium;10
426;August;6
427;Australia;9
428;authentic;9
429;authentically;13
430;authenticate;12
431;authenticity;12
432;author;6
433;authoritative;13
434;authority;9
435;authorization;13
436;authorize;9
437;authorized;10
438;auto;4
439;automate;8
440;automatic;9
441;automatically;13
442;automation;10
443;automobile;10
444;automotive;10
445;availability;12
446;available;9
447;availably;9
448;avenue;6
449;average;7
450;aviator;7
451;Avignon;7
452;avoid;5
453;avoidable;9
454;await;5
455;award;5
456;aware;5
457;away;4
458;axis;4
459;baby;4
460;back;4
461;background;10
462;backup;6
463;bad;3
464;badge;5
465;bag;3
466;baggage;7
467;bahadur;7
468;bahrein;7
469;bake;4
470;baker;5
471;bakery;6
472;baking;6
473;Balaam;6
474;balance;7
475;balanced;8
476;ballet;6
477;ballot;6
478;bamboo;6
479;bangkok;7
480;bank;4
481;banking;7
482;bankruptcy;10
483;banquet;7
484;Barabbas;8
485;barely;6
486;bargain;7
487;barn;4
488;barrack;7
489;barrier;7
490;barton;6
491;base;4
492;baseball;8
493;based;5
494;Basic;5
495;basis;5
496;basket;6
497;bason;5
498;basso;5
499;battery;7
500;bay;3
501;bazaar;6
502;be;2
503;beach;5
504;beautiful;9
505;beauty;6
506;became;6
507;because;7
508;beck;4
509;become;6
510;becoming;8
511;Bedford cord;12
512;bedroom;7
513;been;4
514;before;6
515;beforehand;10
516;began;5
517;begin;5
518;beginning;9
519;begun;5
520;behalf;6
521;behave;6
522;behaved;7
523;behavior;8
524;behind;6
525;Beijing;7
526;being;5
527;belated;7
528;Belfast;7
529;belief;6
530;believe;7
531;Bell;4
532;bellman;7
533;belong;6
534;belongings;10
535;below;5
536;belt;4
537;beneath;7
538;beneficial;10
539;beneficially;12
540;benefit;7
541;Berlin;6
542;berretta;8
543;beside;6
544;besides;7
545;best;4
546;Beth;4
547;better;6
548;Betty;5
549;between;7
550;beverage;8
551;bewilder;8
552;bewildering;11
553;bewilderment;12
554;beyond;6
555;bezel;5
556;bicyclist;9
557;bid;3
558;bill;4
559;billed;6
560;billing;7
561;billion;7
562;bin;3
563;bind;4
564;binder;6
565;biochemistry;12
566;biography;9
567;bioscience;10
568;biotechnology;13
569;biweekly;8
570;biz;3
571;blade;5
572;blandly;7
573;blare;5
574;bleach;6
575;blend;5
576;blender;7
577;block;5
578;blue;4
579;blueberry;9
580;blueprint;9
581;bluntly;7
582;board;5
583;boarding;8
584;body;4
585;boiling;7
586;BOK;3
587;bond;4
588;bonus;5
589;book;4
590;bookcase;8
591;bookseller;10
592;bookshop;8
593;bookstore;9
594;booming;7
595;boost;5
596;booth;5
597;boots;5
598;Bordeaux;8
599;border;6
600;born;4
601;borrow;6
602;borrowed;8
603;borrowing;9
604;Boston;6
605;botanical;9
606;both;4
607;bottom;6
608;bought;6
609;bound;5
610;boundary;8
611;bowie;5
612;box;3
613;branch;6
614;brand;5
615;braunite;8
616;breach;6
617;bread;5
618;break;5
619;breakdown;9
620;breakfast;9
621;breaking;8
622;breakthrough;12
623;bren;4
624;brent;5
625;bridge;6
626;brie;4
627;brief;5
628;briefing;8
629;briefly;7
630;bright;6
631;brighten;8
632;brightly;8
633;brightness;10
634;Brighton;8
635;brilliant;9
636;bring;5
637;Britain;7
638;broad;5
639;broadcast;9
640;broadly;7
641;brochure;8
642;broke;5
643;broken;6
644;broker;6
645;brook;5
646;brother;7
647;brought;7
648;Brown;5
649;Bruno;5
650;brussels;8
651;budget;6
652;buffet;6
653;build;5
654;builder;7
655;building;8
656;built;5
657;bulk;4
658;bulky;5
659;bulletin;8
660;bureau;6
661;burier;6
662;burst;5
663;bus;3
664;busily;6
665;business;8
666;businessman;11
667;busy;4
668;but;3
669;butler;6
670;butter;6
671;button;6
672;buy;3
673;buyer;5
674;buzzing;7
675;by;2
676;bypass;6
677;cabinet;7
678;cafe;4
679;cafeteria;9
680;Cairo;5
681;calabash;8
682;calculate;9
683;calculated;10
684;calendar;8
685;California;10
686;call;4
687;calling;7
688;calmly;6
689;came;4
690;camera;6
691;campaign;8
692;camping;7
693;campus;6
694;can;3
695;cancel;6
696;cancellation;12
697;candidate;9
698;cannot;6
699;cans;4
700;cant;4
701;Canterbury;10
702;cap;3
703;capability;10
704;capable;7
705;capacity;8
706;capital;7
707;capture;7
708;car;3
709;carabao;7
710;card;4
711;carder;6
712;cardoon;7
713;care;4
714;career;6
715;careful;7
716;carefully;9
717;carefulness;11
718;careless;8
719;cargo;5
720;Caribbean;9
721;Carl;4
722;carlin(e);9
723;Carol;5
724;carpenter;9
725;carriage;8
726;carried;7
727;carrier;7
728;carry;5
729;carrying;8
730;cartridge;9
731;cascade;7
732;case;4
733;cash;4
734;cashier;7
735;casual;6
736;cat;3
737;catalog;7
738;categorize;10
739;category;8
740;cater;5
741;caterer;7
742;causable;8
743;cause;5
744;caution;7
745;cautious;8
746;cautiously;10
747;ceiling;7
748;celebrate;9
749;celebrated;10
750;celebration;11
751;celebrity;9
752;Celia;5
753;cell;4
754;cement;6
755;center;6
756;central;7
757;centrally;9
758;century;7
759;CEO;3
760;ceremony;8
761;certain;7
762;certainly;9
763;certificate;11
764;certification;13
765;certified;9
766;certify;7
767;Chablis;7
768;chain;5
769;chair;5
770;chairman;8
771;challenge;9
772;challenging;11
773;chamber;7
774;champion;8
775;chance;6
776;Chandler;8
777;change;6
778;channel;7
779;chapter;7
780;character;9
781;characteristic;14
782;characteristically;18
783;characterization;16
784;characterize;12
785;charge;6
786;charged;7
787;charitable;10
788;charitably;10
789;charity;7
790;Charles;7
791;chart;5
792;cheap;5
793;cheapen;7
794;cheaply;7
795;check;5
796;checked;7
797;checker;7
798;checklist;9
799;checkpoint;10
800;checkup;7
801;cheerful;8
802;chef;4
803;chem;4
804;chemical;8
805;chemist;7
806;cher;4
807;Chicago;7
808;chief constable;15
809;childhood;9
810;children;8
811;chin;4
812;China;5
813;Chinese;7
814;chip;4
815;choc;4
816;chocolate;9
817;choice;6
818;choose;6
819;chopping;8
820;choreograph;11
821;chorus;6
822;chose;5
823;chosen;6
824;chow;4
825;Chungking;9
826;cigala;6
827;Cincinnati;10
828;cinema;6
829;circle;6
830;circuit;7
831;circulation;11
832;circum;6
833;circumstance;12
834;cit;3
835;city;4
836;claim;5
837;clarify;7
838;clarinet;8
839;clarity;7
840;clash;5
841;class;5
842;classic;7
843;classical;9
844;classified;10
845;classify;8
846;classroom;9
847;clean;5
848;cleaner;7
849;cleaning;8
850;cleanliness;11
851;cleanly;7
852;clear;5
853;clearing;8
854;clearly;7
855;clearness;9
856;clerical;8
857;clerk;5
858;client;6
859;climate;7
860;clinic;6
861;clip;4
862;clock;5
863;close;5
864;closed;6
865;closely;7
866;closeness;9
867;closer;6
868;closestool;10
869;closet;6
870;closing;7
871;closure;7
872;clothes;7
873;clothing;8
874;cloud;5
875;club;4
876;Co;2
877;coach;5
878;coalition;9
879;coast;5
880;coat;4
881;code;4
882;coffee;6
883;coherent;8
884;coincide;8
885;cola;4
886;cold;4
887;collaborate;11
888;collaboration;13
889;collaborative;13
890;collaborator;12
891;collapse;8
892;colleague;9
893;collect;7
894;collected;9
895;collection;10
896;collector;9
897;college;7
898;color;5
899;colorful;8
900;Columbia;8
901;column;6
902;com;3
903;combination;11
904;combine;7
905;combined;8
906;combing;7
907;come;4
908;comer;5
909;comfort;7
910;comfortable;11
911;comfortably;11
912;comic;5
913;coming;6
914;commemorate;11
915;commence;8
916;commend;7
917;comment;7
918;commerce;8
919;commercial;10
920;commercialization;17
921;commercially;12
922;commission;10
923;commissioned;12
924;commissioner;12
925;commit;6
926;commitment;10
927;committed;9
928;committee;9
929;commodity;9
930;common;6
931;commonly;8
932;communicate;11
933;communication;13
934;community;9
935;commute;7
936;commuter;8
937;compact;7
938;compactly;9
939;company;7
940;comparable;10
941;comparably;10
942;comparative;11
943;comparatively;13
944;compare;7
945;comparison;10
946;compassion;10
947;compassionate;13
948;compatible;10
949;compel;6
950;compensate;10
951;compensation;12
952;compete;7
953;competence;10
954;competent;9
955;competition;11
956;competitive;11
957;competitor;10
958;compilation;11
959;compile;7
960;complain;8
961;complaint;9
962;complete;8
963;completely;10
964;completeness;12
965;completion;10
966;complex;7
967;compliance;10
968;complicate;10
969;complicated;11
970;complication;12
971;compliment;10
972;complimentary;13
973;comply;6
974;component;9
975;compose;7
976;composed;8
977;composer;8
978;composing;9
979;composition;11
980;comprehensive;13
981;comprisal;9
982;compromise;10
983;Comptometer;11
984;compulsory;10
985;computable;10
986;computer;8
987;computerization;15
988;computerize;11
989;conceal;7
990;concede;7
991;concentrate;11
992;concentrated;12
993;concentration;13
994;concept;7
995;concern;7
996;concerned;9
997;concerning;10
998;concert;7
999;concession;10
1000;concise;7
1001;concisely;9
1002;conclude;8
1003;conclusion;10
1004;conclusive;10
1005;concrete;8
1006;condemn;7
1007;condign;7
1008;condition;9
1009;conditional;11
1010;conditionally;13
1011;conditioned;11
1012;conditioner;11
1013;conditioning;12
1014;condottiere;11
1015;conducive;9
1016;conduct;7
1017;conductor;9
1018;confer;6
1019;conference;10
1020;confide;7
1021;confidence;10
1022;confident;9
1023;confidential;12
1024;confidentiality;15
1025;confirm;7
1026;confirmation;12
1027;confirmed;9
1028;confiscate;10
1029;conflict;8
1030;confuse;7
1031;confused;8
1032;confusing;9
1033;confusingly;11
1034;confusion;9
1035;congest;7
1036;congested;9
1037;congestion;10
1038;congestive;10
1039;congratulate;12
1040;conjunction;11
1041;connect;7
1042;connection;10
1043;conscience;10
1044;conscientious;13
1045;conscientiously;15
1046;conscientiousness;17
1047;conscious;9
1048;consciously;11
1049;consecutive;11
1050;consensus;9
1051;consent;7
1052;consequence;11
1053;consequential;13
1054;consequently;12
1055;conservation;12
1056;conserve;8
1057;consider;8
1058;considerable;12
1059;considerably;12
1060;considerate;11
1061;considerately;13
1062;consideration;13
1063;considered;10
1064;considering;11
1065;consist;7
1066;consistent;10
1067;constant;8
1068;constantly;10
1069;constitute;10
1070;constitution;12
1071;constraint;10
1072;construct;9
1073;constructed;11
1074;construction;12
1075;constructive;12
1076;constructor;11
1077;consult;7
1078;consultant;10
1079;consultation;12
1080;consulting;10
1081;consumable;10
1082;consume;7
1083;consumer;8
1084;consuming;9
1085;consumption;11
1086;contact;7
1087;contain;7
1088;contained;9
1089;container;9
1090;contamination;13
1091;contemporary;12
1092;contend;7
1093;content;7
1094;contented;9
1095;contest;7
1096;contestant;10
1097;contingency;11
1098;contingent;10
1099;continual;9
1100;continually;11
1101;continuation;12
1102;continue;8
1103;continued;9
1104;continuing;10
1105;continuity;10
1106;continuous;10
1107;continuously;12
1108;contract;8
1109;contracted;10
1110;contracting;11
1111;contractor;10
1112;contrary;8
1113;contrast;8
1114;contribute;10
1115;contribution;12
1116;contributor;11
1117;control;7
1118;controlled;10
1119;controller;10
1120;controversy;11
1121;convenable;10
1122;convene;7
1123;convenience;11
1124;convenient;10
1125;conveniently;12
1126;convention;10
1127;conversation;12
1128;converse;8
1129;conversion;10
1130;convince;8
1131;convinced;9
1132;cooking;7
1133;cool;4
1134;cooler;6
1135;Cooper;6
1136;cooperate;9
1137;cooperation;11
1138;cooperative;11
1139;coordinate;10
1140;coordinator;11
1141;cope;4
1142;Copenhagen;10
1143;copier;6
1144;copy;4
1145;copyright;9
1146;cor;3
1147;corbie;6
1148;cordial;7
1149;cordially;9
1150;cordless;8
1151;core;4
1152;Cornwall;8
1153;corporate;9
1154;corporation;11
1155;correct;7
1156;correction;10
1157;corrective;10
1158;correctly;9
1159;correctness;11
1160;correspond;10
1161;correspondence;14
1162;corridor;8
1163;corroborate;11
1164;Cortes;6
1165;cosmetic;8
1166;cosmo;5
1167;cosmopolitan;12
1168;cost;4
1169;costly;6
1170;could;5
1171;council;7
1172;counsel;7
1173;count;5
1174;country;7
1175;county;6
1176;coupon;6
1177;courier;7
1178;course;6
1179;courteous;9
1180;courteously;11
1181;courtesy;8
1182;cover;5
1183;coverage;8
1184;covered;7
1185;coworker;8
1186;crack;5
1187;craft;5
1188;craftsmanship;13
1189;crane;5
1190;crave;5
1191;cream;5
1192;create;6
1193;creation;8
1194;creative;8
1195;creatively;10
1196;credit;6
1197;Creek;5
1198;crew;4
1199;crise de nerfs;14
1200;crisis;6
1201;crisp;5
1202;critic;6
1203;critical;8
1204;critically;10
1205;criticism;9
1206;criticizable;12
1207;criticize;9
1208;Cromwell;8
1209;crop;4
1210;crossing;8
1211;crowd;5
1212;crowded;7
1213;cru;3
1214;cruise;6
1215;cuisine;7
1216;culinary;8
1217;culminate;9
1218;culminating;11
1219;culmination;11
1220;cultivated;10
1221;cultivation;11
1222;cultural;8
1223;culturally;10
1224;culture;7
1225;cumberland;10
1226;cupboard;8
1227;curable;7
1228;curator;7
1229;curb;4
1230;curiosity;9
1231;currency;8
1232;current;7
1233;currently;9
1234;curriculum;10
1235;curtain;7
1236;custom;6
1237;customarily;11
1238;customary;9
1239;customer;8
1240;customize;9
1241;cut;3
1242;cutting;7
1243;dabble;6
1244;daily;5
1245;dairy;5
1246;Dalton;6
1247;dam;3
1248;damage;6
1249;damaging;8
1250;Dan;3
1251;Daniel;6
1252;data;4
1253;date;4
1254;dated;5
1255;david;5
1256;day;3
1257;days;4
1258;daytime;7
1259;deadline;8
1260;deal;4
1261;dealer;6
1262;dealing;7
1263;debate;6
1264;debit;5
1265;Deborah;7
1266;decade;6
1267;December;8
1268;decide;6
1269;decided;7
1270;decidedly;9
1271;deciding;8
1272;decision;8
1273;decisive;8
1274;declarable;10
1275;declared;8
1276;decline;7
1277;declining;9
1278;decorate;8
1279;decorative;10
1280;decorator;9
1281;decrease;8
1282;decreasing;10
1283;dedicate;8
1284;dedicated;9
1285;dedication;10
1286;dedicative;10
1287;deduce;6
1288;deduction;9
1289;deem;4
1290;deeply;6
1291;defeat;6
1292;defect;6
1293;defective;9
1294;defectively;11
1295;deficit;7
1296;define;6
1297;definite;8
1298;definitely;10
1299;definitive;10
1300;degree;6
1301;delaine;7
1302;delay;5
1303;delayed;7
1304;delegate;8
1305;delegation;10
1306;delete;6
1307;deletion;8
1308;Delhi;5
1309;deliberate;10
1310;deliberately;12
1311;delicate;8
1312;delicious;9
1313;delight;7
1314;delighted;9
1315;deliver;7
1316;deliverance;11
1317;delivered;9
1318;deliverer;9
1319;delivery;8
1320;dell;4
1321;delta;5
1322;deltoid;7
1323;deluxe;6
1324;demand;6
1325;demanding;9
1326;demographic;11
1327;demonstrate;11
1328;demonstration;13
1329;den;3
1330;denial;6
1331;Denmark;7
1332;densely;7
1333;dental;6
1334;depart;6
1335;department;10
1336;departmental;12
1337;departure;9
1338;depend;6
1339;dependability;13
1340;dependable;10
1341;dependence;10
1342;dependent;9
1343;deposit;7
1344;deprive;7
1345;deputy;6
1346;desalinate;10
1347;descended;9
1348;describe;8
1349;description;11
1350;design;6
1351;designate;9
1352;designation;11
1353;designed;8
1354;designer;8
1355;designing;9
1356;desirability;12
1357;desirable;9
1358;desirably;9
1359;desire;6
1360;desk;4
1361;desorb;6
1362;despite;7
1363;dessert;7
1364;destabilize;11
1365;destination;11
1366;detail;6
1367;detailed;8
1368;detain;6
1369;detect;6
1370;detection;9
1371;detective;9
1372;detergent;9
1373;deteriorate;11
1374;deterioration;13
1375;determinable;12
1376;determination;13
1377;determine;9
1378;determined;10
1379;detour;6
1380;deva;4
1381;develop;7
1382;developed;9
1383;developer;9
1384;developing;10
1385;development;11
1386;device;6
1387;devote;6
1388;devoted;7
1389;dew;3
1390;dia;3
1391;diagnose;8
1392;dialing;7
1393;diamond;7
1394;Dian;4
